length_m,diameter_mm,installation_type,insulation_material,year_of_operation,pipeline_replacement
429.4,250,underground,mineral_wool,2016,no
487.8,300,above_ground,polyurethane_foam,2021,no
226.0,150,underground,mineral_wool,1984,no
87.4,150,above_ground,mineral_wool,1998,no
76.3,300,in_channel,mineral_wool,2004,no
60.0,100,underground,mineral_wool,1986,no
447.4,200,underground,mineral_wool,1984,yes
388.8,150,underground,mineral_wool,1981,yes
482.4,100,underground,polyurethane_foam,1999,no
169.6,250,underground,foam_glass,1989,no
93.3,200,above_ground,foam_glass,2009,no
412.5,250,in_channel,foam_glass,1993,yes
219.3,150,in_channel,mineral_wool,2002,no
195.1,200,in_channel,mineral_wool,2016,yes
447.6,250,in_channel,polyurethane_foam,2011,yes
448.5,250,above_ground,polyurethane_foam,2011,no
453.7,150,above_ground,polyurethane_foam,1982,yes
364.9,150,above_ground,mineral_wool,2016,no
254.5,150,above_ground,polyurethane_foam,2022,yes
66.2,100,in_channel,mineral_wool,1985,no
320.7,250,above_ground,polyurethane_foam,2020,no
133.0,100,underground,mineral_wool,2021,no
317.4,200,underground,mineral_wool,1981,yes
204.7,250,in_channel,foam_glass,2011,no
344.0,200,underground,polyurethane_foam,2003,no
316.0,250,in_channel,foam_glass,2021,yes
339.5,300,underground,polyurethane_foam,2003,yes
237.0,250,above_ground,mineral_wool,1994,no
306.7,300,above_ground,mineral_wool,2021,no
154.6,300,in_channel,foam_glass,2017,yes
315.3,150,above_ground,polyurethane_foam,2018,no
272.3,150,underground,mineral_wool,2019,yes
327.9,300,in_channel,mineral_wool,2011,no
460.6,250,above_ground,mineral_wool,1988,yes
235.7,250,underground,mineral_wool,2009,no
216.5,300,in_channel,polyurethane_foam,1985,no
342.3,250,in_channel,foam_glass,2023,no
120.0,250,underground,foam_glass,2016,yes
313.7,150,underground,polyurethane_foam,2001,yes
239.4,250,above_ground,polyurethane_foam,2013,no
268.7,150,in_channel,polyurethane_foam,1998,yes
402.0,200,in_channel,polyurethane_foam,2023,no
360.7,300,underground,polyurethane_foam,1995,yes
233.1,250,above_ground,mineral_wool,2021,yes
399.1,100,in_channel,foam_glass,2004,no
193.5,100,above_ground,foam_glass,1988,yes
376.5,200,underground,mineral_wool,2021,no
324.7,100,in_channel,mineral_wool,2005,no
472.6,100,underground,mineral_wool,2015,no
234.9,100,in_channel,foam_glass,1993,yes
475.3,100,underground,foam_glass,1982,no
396.6,250,in_channel,mineral_wool,2008,no
162.2,100,underground,mineral_wool,2005,no
102.5,150,underground,mineral_wool,1981,no
494.5,250,in_channel,polyurethane_foam,2023,no
210.8,100,above_ground,mineral_wool,1984,no
406.6,250,underground,polyurethane_foam,2013,no
429.9,300,underground,foam_glass,1988,yes
369.6,250,above_ground,mineral_wool,1980,yes
300.1,300,underground,mineral_wool,2008,no
418.5,300,underground,foam_glass,1983,yes
301.2,200,in_channel,mineral_wool,1986,yes
457.1,250,in_channel,polyurethane_foam,2019,no
73.9,100,underground,polyurethane_foam,2004,yes
79.7,200,above_ground,polyurethane_foam,2015,no
248.6,150,underground,foam_glass,1996,yes
268.3,150,underground,mineral_wool,2023,yes
111.7,250,above_ground,polyurethane_foam,1998,yes
227.6,150,above_ground,foam_glass,2023,no
56.4,200,underground,foam_glass,1996,no
175.3,250,above_ground,mineral_wool,2023,no
309.8,200,above_ground,foam_glass,1981,yes
362.2,300,in_channel,mineral_wool,1998,yes
477.5,200,underground,polyurethane_foam,2010,no
78.8,100,above_ground,mineral_wool,2012,no
402.0,150,underground,mineral_wool,1985,yes
258.4,100,underground,mineral_wool,2020,no
246.2,100,in_channel,polyurethane_foam,2014,no
498.3,200,in_channel,polyurethane_foam,1982,yes
171.5,300,in_channel,polyurethane_foam,1995,no
387.1,100,underground,polyurethane_foam,2006,yes
107.2,250,underground,polyurethane_foam,1992,no
177.0,300,above_ground,polyurethane_foam,2010,no
57.6,250,above_ground,foam_glass,1980,no
408.1,150,above_ground,polyurethane_foam,1982,yes
443.0,250,above_ground,mineral_wool,1983,yes
361.2,300,above_ground,foam_glass,2011,yes
119.0,300,in_channel,foam_glass,2011,no
442.0,150,in_channel,polyurethane_foam,1999,yes
123.0,200,in_channel,foam_glass,1982,no
171.2,100,above_ground,foam_glass,1985,no
127.4,100,in_channel,foam_glass,2018,no
199.9,300,above_ground,foam_glass,1996,yes
73.1,250,underground,polyurethane_foam,2012,no
102.4,100,underground,mineral_wool,1982,no
313.2,100,above_ground,foam_glass,2017,yes
111.7,150,underground,mineral_wool,1999,no
232.3,300,in_channel,mineral_wool,2006,no
368.0,150,underground,mineral_wool,2019,yes
92.4,300,underground,mineral_wool,1995,yes
277.8,150,in_channel,mineral_wool,2015,no
71.8,200,above_ground,mineral_wool,2012,no
242.2,150,underground,mineral_wool,1998,no
323.2,250,in_channel,polyurethane_foam,1982,yes
472.6,100,in_channel,mineral_wool,1982,yes
201.5,300,in_channel,polyurethane_foam,1989,no
109.2,200,in_channel,polyurethane_foam,2006,no
327.0,100,above_ground,polyurethane_foam,1982,yes
268.8,300,underground,foam_glass,1992,yes
445.7,250,above_ground,foam_glass,2015,yes
397.2,200,underground,mineral_wool,2021,no
289.2,150,underground,foam_glass,2003,no
477.0,250,in_channel,foam_glass,1988,yes
464.3,200,in_channel,foam_glass,1980,yes
136.4,200,above_ground,foam_glass,1984,no
237.2,100,above_ground,mineral_wool,1980,yes
277.9,150,above_ground,foam_glass,1999,yes
291.4,300,underground,mineral_wool,1989,yes
314.5,250,in_channel,polyurethane_foam,2017,no
428.4,200,in_channel,foam_glass,1992,yes
100.3,300,in_channel,mineral_wool,1990,no
175.0,300,underground,foam_glass,2009,yes
322.3,250,underground,mineral_wool,2011,no
377.5,150,in_channel,foam_glass,1998,yes
260.1,100,in_channel,polyurethane_foam,2002,no
468.3,100,above_ground,polyurethane_foam,1989,no
361.2,300,above_ground,polyurethane_foam,1988,yes
249.0,250,above_ground,polyurethane_foam,1998,no
61.3,100,in_channel,foam_glass,1981,no
109.9,250,underground,polyurethane_foam,2006,no
63.3,150,underground,polyurethane_foam,1981,no
395.2,250,above_ground,foam_glass,1997,yes
134.0,100,above_ground,foam_glass,1996,no
258.6,250,above_ground,mineral_wool,2011,no
355.5,200,underground,mineral_wool,2007,no
431.4,250,in_channel,polyurethane_foam,1984,yes
456.1,200,above_ground,mineral_wool,2000,no
109.4,200,above_ground,foam_glass,1983,no
459.8,150,underground,polyurethane_foam,1996,yes
409.6,200,in_channel,mineral_wool,2007,no
358.3,150,in_channel,mineral_wool,2023,yes
217.7,100,in_channel,polyurethane_foam,2017,no
265.8,100,underground,foam_glass,2011,yes
115.4,200,underground,mineral_wool,1983,no
244.8,300,in_channel,foam_glass,2009,no
161.4,100,above_ground,foam_glass,2006,yes
267.1,250,in_channel,polyurethane_foam,1998,yes
195.7,150,in_channel,foam_glass,1993,yes
260.8,100,above_ground,foam_glass,1998,yes
491.2,250,in_channel,polyurethane_foam,2009,no
408.4,200,underground,foam_glass,2006,no
176.1,200,in_channel,foam_glass,2017,no
424.4,150,underground,foam_glass,1986,yes
159.6,250,above_ground,mineral_wool,1994,no
256.9,100,above_ground,polyurethane_foam,1989,no
466.6,100,above_ground,foam_glass,1992,yes
51.0,300,above_ground,polyurethane_foam,1982,no
359.9,200,above_ground,mineral_wool,1989,yes
166.2,300,in_channel,foam_glass,1989,no
80.3,150,above_ground,mineral_wool,2022,no
404.1,150,above_ground,foam_glass,2000,no
101.4,300,in_channel,polyurethane_foam,1996,no
453.1,250,in_channel,foam_glass,1997,yes
295.4,100,underground,polyurethane_foam,2007,no
230.5,100,above_ground,mineral_wool,2022,no
354.0,200,above_ground,polyurethane_foam,2000,no
293.2,300,above_ground,mineral_wool,2016,yes
417.5,200,in_channel,mineral_wool,1994,yes
498.4,300,underground,mineral_wool,1985,yes
70.1,300,underground,mineral_wool,2012,yes
151.4,300,above_ground,foam_glass,2000,no
407.6,300,above_ground,mineral_wool,1980,yes
66.6,250,in_channel,mineral_wool,1998,yes
322.8,200,above_ground,foam_glass,2019,no
263.7,100,underground,foam_glass,1984,no
363.9,300,in_channel,polyurethane_foam,1980,yes
312.7,100,above_ground,polyurethane_foam,2001,no
352.3,100,in_channel,foam_glass,2007,yes
233.2,150,above_ground,foam_glass,2000,no
399.6,100,in_channel,polyurethane_foam,1982,no
272.2,250,underground,mineral_wool,2018,yes
469.9,250,underground,mineral_wool,1983,yes
388.6,200,above_ground,foam_glass,2020,no
328.1,200,underground,mineral_wool,1995,yes
234.2,250,in_channel,polyurethane_foam,1990,no
305.5,150,underground,mineral_wool,2010,no
219.9,150,in_channel,foam_glass,1986,no
249.0,200,in_channel,polyurethane_foam,1989,no
453.2,250,underground,mineral_wool,2012,no
480.8,200,in_channel,mineral_wool,2004,no
122.6,150,above_ground,foam_glass,2010,yes
92.3,300,in_channel,polyurethane_foam,1987,yes
196.5,300,underground,foam_glass,2012,yes
126.3,150,underground,polyurethane_foam,2018,yes
439.6,250,underground,polyurethane_foam,1985,yes
125.0,150,in_channel,foam_glass,2023,no
261.5,100,in_channel,polyurethane_foam,1987,yes
54.0,100,above_ground,foam_glass,2017,yes
99.2,250,in_channel,foam_glass,1995,no
58.1,100,underground,mineral_wool,1980,no
450.5,200,above_ground,mineral_wool,2012,no
136.2,200,in_channel,mineral_wool,1983,no
144.8,200,in_channel,mineral_wool,1983,yes
350.5,200,above_ground,foam_glass,2020,yes
97.5,300,above_ground,mineral_wool,1987,yes
142.7,150,above_ground,foam_glass,1987,yes
301.3,100,underground,polyurethane_foam,2014,no
211.2,300,underground,foam_glass,2023,no
229.7,100,above_ground,mineral_wool,2014,yes
461.1,300,in_channel,mineral_wool,1985,yes
402.6,250,underground,polyurethane_foam,2013,no
269.8,100,underground,foam_glass,2000,yes
396.4,150,underground,mineral_wool,2003,no
58.7,300,underground,polyurethane_foam,1982,no
310.5,250,in_channel,foam_glass,1983,yes
463.0,250,underground,polyurethane_foam,1988,yes
213.3,150,above_ground,foam_glass,1995,no
279.9,100,above_ground,polyurethane_foam,2021,yes
313.8,300,in_channel,foam_glass,1993,yes
483.7,100,above_ground,foam_glass,2020,no
448.6,300,in_channel,polyurethane_foam,1984,yes
263.3,200,underground,polyurethane_foam,1993,yes
485.6,100,in_channel,polyurethane_foam,1994,no
495.6,250,in_channel,mineral_wool,2018,yes
54.0,150,in_channel,foam_glass,2014,no
53.0,300,above_ground,foam_glass,2010,yes
71.0,200,above_ground,mineral_wool,2021,yes
65.4,150,in_channel,polyurethane_foam,2004,no
419.1,300,in_channel,polyurethane_foam,2020,no
103.5,250,above_ground,polyurethane_foam,2003,no
293.1,200,above_ground,mineral_wool,2013,yes
177.5,100,above_ground,foam_glass,2000,no
405.9,250,underground,foam_glass,1988,yes
164.8,250,in_channel,mineral_wool,1984,yes
391.7,300,above_ground,polyurethane_foam,2001,no
402.1,300,in_channel,foam_glass,1995,yes
139.0,200,in_channel,polyurethane_foam,1983,no
493.1,100,in_channel,mineral_wool,1992,no
90.9,100,in_channel,foam_glass,1988,no
446.1,300,above_ground,polyurethane_foam,1993,yes
454.8,100,underground,polyurethane_foam,1986,no
251.8,200,above_ground,mineral_wool,2006,no
75.5,250,above_ground,polyurethane_foam,2015,yes
439.4,200,underground,polyurethane_foam,2007,no
441.8,300,underground,mineral_wool,1990,yes
57.8,100,underground,mineral_wool,2004,no
109.4,300,in_channel,polyurethane_foam,2023,no
125.7,250,in_channel,foam_glass,1987,no
166.2,150,in_channel,foam_glass,2010,yes
190.0,150,in_channel,mineral_wool,2018,no
93.3,100,above_ground,foam_glass,2008,no
465.5,250,underground,mineral_wool,2018,yes
418.8,150,above_ground,foam_glass,1990,yes
386.0,150,in_channel,mineral_wool,1984,yes
168.2,200,in_channel,polyurethane_foam,1981,yes
116.8,200,underground,mineral_wool,1983,no
322.0,150,above_ground,polyurethane_foam,2019,no
460.5,250,above_ground,polyurethane_foam,2001,no
216.8,150,in_channel,foam_glass,2010,no
93.8,100,underground,foam_glass,2020,no
103.0,150,above_ground,foam_glass,2021,no
251.1,100,underground,polyurethane_foam,2001,yes
404.6,300,above_ground,polyurethane_foam,2022,no
214.8,250,underground,mineral_wool,2021,yes
234.9,150,above_ground,mineral_wool,2011,no
162.0,100,above_ground,foam_glass,1981,no
92.8,150,above_ground,mineral_wool,2021,no
477.5,300,above_ground,mineral_wool,1997,yes
311.7,250,underground,foam_glass,1995,yes
58.1,150,underground,foam_glass,1998,yes
170.7,100,above_ground,polyurethane_foam,2006,no
308.8,300,above_ground,polyurethane_foam,1981,yes
314.0,300,in_channel,mineral_wool,2007,no
207.4,250,underground,polyurethane_foam,2015,yes
396.4,300,underground,mineral_wool,1984,yes
378.5,200,in_channel,mineral_wool,2013,yes
270.5,100,above_ground,foam_glass,1998,no
472.5,200,above_ground,polyurethane_foam,1992,yes
435.6,100,underground,mineral_wool,2004,no
449.1,100,above_ground,mineral_wool,2018,no
369.3,300,above_ground,polyurethane_foam,2009,no
499.5,150,in_channel,foam_glass,2005,yes
471.2,150,underground,foam_glass,1983,yes
283.4,200,above_ground,polyurethane_foam,1989,yes
267.7,150,above_ground,mineral_wool,2011,yes
211.8,250,above_ground,foam_glass,2022,yes
132.7,250,above_ground,mineral_wool,2007,no
359.6,250,above_ground,polyurethane_foam,2021,no
307.2,300,above_ground,mineral_wool,2023,no
354.6,300,underground,polyurethane_foam,1998,yes
57.5,100,above_ground,polyurethane_foam,2011,no
143.8,250,underground,polyurethane_foam,2001,no
311.4,100,underground,mineral_wool,2013,yes
164.5,100,above_ground,polyurethane_foam,1988,yes
74.4,100,in_channel,mineral_wool,1997,no
431.9,100,in_channel,polyurethane_foam,2001,no
398.3,300,above_ground,polyurethane_foam,2019,no
441.1,250,in_channel,mineral_wool,2018,yes
435.9,150,in_channel,polyurethane_foam,1985,yes
412.4,200,underground,mineral_wool,1993,yes
384.3,200,underground,polyurethane_foam,2007,no
382.8,100,above_ground,mineral_wool,1996,no
60.8,300,above_ground,polyurethane_foam,2006,no
241.2,300,in_channel,foam_glass,2006,no
84.7,200,underground,polyurethane_foam,2016,no
488.5,200,in_channel,mineral_wool,2000,yes
75.4,150,above_ground,mineral_wool,1981,no
268.0,100,in_channel,foam_glass,1990,yes
88.5,250,underground,mineral_wool,2006,yes
351.4,300,above_ground,polyurethane_foam,2001,yes
264.6,100,underground,polyurethane_foam,1982,no
239.8,200,in_channel,polyurethane_foam,1991,no
383.4,100,above_ground,polyurethane_foam,1990,no
344.7,250,in_channel,polyurethane_foam,2022,no
462.6,300,in_channel,foam_glass,2012,yes
257.0,150,underground,mineral_wool,2023,no
458.6,100,underground,polyurethane_foam,2016,yes
476.4,100,above_ground,polyurethane_foam,1993,no
128.0,200,above_ground,foam_glass,1982,yes
319.3,200,in_channel,mineral_wool,2000,yes
490.3,150,underground,polyurethane_foam,2014,yes
187.0,300,above_ground,polyurethane_foam,2019,yes
331.9,100,above_ground,mineral_wool,1996,no
192.2,100,above_ground,foam_glass,2015,no
432.2,250,underground,polyurethane_foam,2004,no
187.3,100,in_channel,mineral_wool,1980,no
166.8,250,above_ground,polyurethane_foam,1980,no
57.7,150,underground,foam_glass,1980,yes
59.9,200,in_channel,mineral_wool,1983,yes
283.4,100,above_ground,foam_glass,2005,no
336.0,250,underground,mineral_wool,1992,yes
94.0,250,above_ground,polyurethane_foam,2019,yes
163.2,150,underground,foam_glass,2012,no
58.4,200,above_ground,foam_glass,1991,yes
333.4,200,underground,foam_glass,2004,yes
219.9,200,underground,polyurethane_foam,2023,no
77.5,100,underground,foam_glass,2002,yes
357.9,300,above_ground,foam_glass,1983,yes
51.5,150,in_channel,mineral_wool,2008,no
190.2,150,underground,foam_glass,2006,no
455.9,300,above_ground,polyurethane_foam,1985,yes
492.2,100,in_channel,foam_glass,2015,yes
354.6,250,underground,mineral_wool,1989,yes
87.6,100,underground,mineral_wool,2000,no
235.6,200,underground,mineral_wool,1989,no
113.7,200,in_channel,polyurethane_foam,1990,no
137.2,100,underground,mineral_wool,2009,yes
89.2,300,above_ground,mineral_wool,2021,no
342.7,200,in_channel,foam_glass,1993,yes
228.4,100,above_ground,foam_glass,2022,no
307.0,250,in_channel,polyurethane_foam,1993,yes
395.4,200,above_ground,foam_glass,2001,no
417.0,250,in_channel,foam_glass,2016,yes
323.1,150,in_channel,foam_glass,2019,no
238.7,250,underground,mineral_wool,1996,yes
126.0,250,above_ground,mineral_wool,2007,no
354.3,200,in_channel,polyurethane_foam,2001,no
308.1,250,underground,mineral_wool,1993,yes
455.3,150,in_channel,polyurethane_foam,2010,no
419.5,100,in_channel,mineral_wool,2018,no
113.2,100,underground,polyurethane_foam,1983,no
368.8,200,in_channel,foam_glass,1998,yes
419.9,250,underground,polyurethane_foam,2001,yes
137.8,200,in_channel,polyurethane_foam,1985,no
134.3,200,above_ground,polyurethane_foam,2011,no
277.6,200,above_ground,mineral_wool,2014,no
75.8,200,in_channel,foam_glass,1989,yes
230.1,300,underground,polyurethane_foam,2006,no
495.0,100,in_channel,foam_glass,1999,no
243.8,150,above_ground,polyurethane_foam,1999,no
335.8,250,above_ground,polyurethane_foam,2003,yes
273.7,200,in_channel,foam_glass,2006,no
233.9,200,underground,mineral_wool,1999,no
223.6,200,underground,mineral_wool,2014,no
381.3,100,in_channel,foam_glass,1984,no
383.0,250,in_channel,polyurethane_foam,2017,no
441.6,100,in_channel,foam_glass,2018,yes
466.7,200,in_channel,foam_glass,2020,yes
285.9,200,in_channel,foam_glass,2016,no
155.5,100,underground,mineral_wool,2016,yes
326.6,250,above_ground,foam_glass,2006,yes
328.5,100,in_channel,foam_glass,2019,no
148.7,200,in_channel,foam_glass,2014,no
68.9,300,in_channel,polyurethane_foam,2018,yes
137.1,150,in_channel,mineral_wool,1985,no
184.3,300,in_channel,polyurethane_foam,2003,no
74.4,300,underground,polyurethane_foam,1991,no
384.0,100,underground,polyurethane_foam,2011,no
364.9,200,above_ground,mineral_wool,1993,yes
226.3,100,underground,mineral_wool,2002,no
385.5,150,above_ground,mineral_wool,1996,yes
238.6,250,above_ground,foam_glass,2014,yes
158.4,100,in_channel,polyurethane_foam,2013,no
263.5,100,underground,foam_glass,2003,no
152.2,250,underground,mineral_wool,1980,no
318.2,100,above_ground,mineral_wool,2002,no
125.9,250,above_ground,mineral_wool,2004,yes
92.3,200,underground,foam_glass,2012,yes
139.1,200,in_channel,polyurethane_foam,2022,no
219.5,150,in_channel,foam_glass,1995,no
57.3,200,above_ground,polyurethane_foam,2013,no
139.5,200,underground,mineral_wool,1997,no
193.1,200,in_channel,mineral_wool,2021,no
412.0,250,above_ground,foam_glass,2020,yes
389.3,200,in_channel,mineral_wool,1995,yes
192.1,150,in_channel,polyurethane_foam,2018,no
120.7,100,above_ground,polyurethane_foam,2000,yes
230.0,200,in_channel,foam_glass,2009,no
377.0,250,in_channel,mineral_wool,1990,yes
292.3,150,underground,polyurethane_foam,2001,yes
336.5,300,underground,foam_glass,1984,yes
216.6,250,underground,mineral_wool,2022,no
127.9,100,above_ground,polyurethane_foam,2012,no
308.8,250,above_ground,polyurethane_foam,2016,yes
328.2,250,above_ground,polyurethane_foam,2008,no
53.6,200,underground,foam_glass,2001,no
475.6,300,in_channel,polyurethane_foam,2011,no
237.5,200,underground,foam_glass,1992,no
232.3,250,in_channel,polyurethane_foam,2012,yes
449.9,150,underground,foam_glass,1983,yes
492.4,150,underground,polyurethane_foam,1990,yes
199.4,100,underground,mineral_wool,1981,no
264.9,200,underground,polyurethane_foam,1986,yes
319.7,150,in_channel,foam_glass,1980,yes
187.7,300,above_ground,polyurethane_foam,2006,no
384.7,150,in_channel,polyurethane_foam,1986,yes
106.5,100,in_channel,polyurethane_foam,2020,no
180.4,300,underground,foam_glass,2012,no
129.6,200,above_ground,mineral_wool,1986,yes
291.2,150,above_ground,mineral_wool,2017,no
320.9,100,above_ground,polyurethane_foam,2018,no
477.2,200,underground,mineral_wool,2001,no
194.3,200,above_ground,polyurethane_foam,1984,no
478.3,150,underground,foam_glass,2010,yes
292.5,150,in_channel,mineral_wool,2012,no
394.6,100,underground,foam_glass,1980,no
183.8,250,in_channel,polyurethane_foam,2002,no
57.3,300,above_ground,foam_glass,1996,no
235.0,250,underground,mineral_wool,2017,no
269.2,300,underground,mineral_wool,1986,yes
200.5,100,in_channel,foam_glass,2001,no
83.3,200,underground,foam_glass,1991,no
496.1,150,above_ground,mineral_wool,2009,yes
68.6,200,underground,foam_glass,1997,yes
100.8,200,in_channel,foam_glass,1988,yes
490.8,300,in_channel,foam_glass,1989,yes
112.0,250,in_channel,polyurethane_foam,1987,yes
121.8,100,above_ground,mineral_wool,2020,no
314.1,300,in_channel,foam_glass,1987,yes
171.4,300,in_channel,polyurethane_foam,2002,no
202.8,100,in_channel,foam_glass,1987,yes
192.3,250,in_channel,mineral_wool,2016,no
491.6,150,in_channel,mineral_wool,2019,no
60.7,250,in_channel,foam_glass,2014,no
487.4,150,underground,polyurethane_foam,2005,no
171.9,100,underground,mineral_wool,2004,no
363.4,300,in_channel,foam_glass,1993,yes
466.4,300,above_ground,mineral_wool,1994,yes
271.5,150,underground,polyurethane_foam,2004,no
345.5,300,above_ground,mineral_wool,2021,no
184.2,300,above_ground,mineral_wool,2005,yes
262.6,300,above_ground,mineral_wool,2011,yes
405.6,200,above_ground,foam_glass,2017,no
63.4,150,above_ground,mineral_wool,1996,yes
441.9,200,above_ground,foam_glass,1999,yes
342.3,200,in_channel,foam_glass,1998,yes
79.6,150,underground,foam_glass,2017,no
289.5,150,underground,mineral_wool,1980,yes
352.3,250,above_ground,foam_glass,2014,no
221.5,100,underground,mineral_wool,1980,no
74.3,250,in_channel,foam_glass,1985,no
180.3,300,underground,mineral_wool,2016,no
290.0,150,in_channel,mineral_wool,2021,yes
248.3,300,in_channel,mineral_wool,1989,no
477.8,250,in_channel,polyurethane_foam,2005,yes
96.4,200,in_channel,mineral_wool,2007,yes
88.1,250,in_channel,mineral_wool,2020,no
389.3,300,in_channel,mineral_wool,2013,yes
120.8,100,above_ground,foam_glass,2023,yes
317.0,300,underground,foam_glass,1994,yes
383.3,250,above_ground,foam_glass,2009,yes
323.6,150,above_ground,polyurethane_foam,2013,no
291.3,250,above_ground,foam_glass,1983,yes
282.7,150,underground,foam_glass,1995,yes
265.6,250,in_channel,foam_glass,1984,yes
145.0,250,in_channel,mineral_wool,1989,no
475.0,250,in_channel,polyurethane_foam,1994,yes
82.4,250,above_ground,mineral_wool,2015,no
460.7,150,underground,mineral_wool,2003,no
55.8,300,above_ground,polyurethane_foam,2020,no
345.1,150,underground,mineral_wool,2003,no
101.4,100,above_ground,polyurethane_foam,2007,no
478.8,300,underground,polyurethane_foam,2023,yes
428.0,300,underground,foam_glass,2007,no
441.7,250,in_channel,foam_glass,2011,yes
338.4,300,above_ground,foam_glass,2012,yes
210.7,250,in_channel,mineral_wool,1996,no
306.0,250,above_ground,foam_glass,1983,yes
137.4,300,above_ground,foam_glass,1998,yes
387.9,150,above_ground,mineral_wool,2002,no
444.1,300,above_ground,foam_glass,2020,no
291.7,300,underground,mineral_wool,2010,no
220.8,100,above_ground,polyurethane_foam,2021,no
457.9,250,in_channel,foam_glass,2011,no
465.3,200,in_channel,mineral_wool,1999,yes
245.5,250,above_ground,polyurethane_foam,1992,no
498.8,300,in_channel,polyurethane_foam,2005,no
240.1,250,in_channel,mineral_wool,1994,no
492.2,250,above_ground,foam_glass,2015,yes
404.9,150,underground,mineral_wool,2006,no
461.8,200,in_channel,mineral_wool,2001,no
230.4,200,in_channel,foam_glass,2011,yes
341.6,100,above_ground,polyurethane_foam,1995,yes
82.0,250,underground,foam_glass,1992,yes
183.3,250,in_channel,polyurethane_foam,1981,yes
244.3,250,above_ground,foam_glass,2009,yes
129.6,300,above_ground,mineral_wool,2023,no
324.8,200,underground,foam_glass,1985,yes
285.6,200,in_channel,polyurethane_foam,2007,no
404.6,200,underground,mineral_wool,2008,no
172.8,150,underground,mineral_wool,2014,yes
303.0,150,underground,mineral_wool,2017,yes
354.0,200,above_ground,polyurethane_foam,1983,yes
55.6,200,in_channel,foam_glass,1995,yes
102.5,300,underground,polyurethane_foam,1982,no
160.2,250,above_ground,polyurethane_foam,1991,no
216.0,100,in_channel,mineral_wool,1982,yes
124.0,100,underground,foam_glass,2012,no
65.0,150,in_channel,foam_glass,1993,yes
191.4,100,underground,polyurethane_foam,2002,no
90.2,100,underground,polyurethane_foam,2013,no
435.7,200,above_ground,polyurethane_foam,1996,yes
166.6,100,above_ground,foam_glass,2007,yes
416.8,150,in_channel,mineral_wool,2014,yes
423.7,250,above_ground,foam_glass,2000,yes
57.3,200,above_ground,foam_glass,2002,no
334.8,150,above_ground,foam_glass,2012,no
277.0,150,underground,polyurethane_foam,1998,yes
453.7,100,above_ground,mineral_wool,1987,yes
149.5,200,in_channel,mineral_wool,2021,no
266.8,150,in_channel,mineral_wool,2003,no
105.9,250,in_channel,mineral_wool,1987,no
479.5,250,underground,foam_glass,2012,no
409.2,200,above_ground,mineral_wool,1989,yes
226.2,200,in_channel,mineral_wool,1984,yes
152.0,250,underground,mineral_wool,2023,yes
415.4,150,above_ground,polyurethane_foam,1998,yes
331.4,100,underground,polyurethane_foam,1981,no
464.4,100,underground,foam_glass,1988,no
58.3,250,underground,polyurethane_foam,1986,no
366.0,250,underground,polyurethane_foam,1996,yes
172.6,100,in_channel,polyurethane_foam,2001,no
141.1,150,above_ground,foam_glass,1983,no
152.9,150,above_ground,polyurethane_foam,1987,no
330.4,300,above_ground,foam_glass,1984,yes
86.0,150,underground,mineral_wool,2021,yes
103.4,100,in_channel,mineral_wool,2022,no
412.0,200,in_channel,polyurethane_foam,2010,no
367.2,300,in_channel,mineral_wool,1981,yes
80.1,200,underground,foam_glass,1985,yes
272.2,200,underground,foam_glass,2020,yes
201.8,150,in_channel,polyurethane_foam,2018,no
191.9,150,underground,mineral_wool,2010,no
137.6,200,underground,polyurethane_foam,2011,yes
158.6,300,above_ground,polyurethane_foam,2001,yes
391.8,250,in_channel,foam_glass,1980,yes
97.0,100,above_ground,polyurethane_foam,2008,no
463.4,100,above_ground,mineral_wool,2014,no
253.4,250,underground,foam_glass,2006,yes
206.0,250,underground,foam_glass,2009,no
421.3,250,in_channel,mineral_wool,1989,yes
350.9,150,underground,polyurethane_foam,2000,no
493.1,300,underground,mineral_wool,2004,no
466.1,150,above_ground,foam_glass,2000,no
124.1,200,above_ground,foam_glass,2013,no
117.0,200,above_ground,foam_glass,2007,yes
293.0,300,in_channel,foam_glass,1991,yes
460.7,250,above_ground,mineral_wool,2022,no
357.5,200,above_ground,foam_glass,2009,no
310.2,200,underground,foam_glass,1984,yes
494.3,300,in_channel,polyurethane_foam,1999,yes
316.0,150,underground,mineral_wool,1981,yes
435.4,100,in_channel,foam_glass,2008,yes
214.2,200,underground,polyurethane_foam,2006,yes
277.7,200,in_channel,polyurethane_foam,1999,yes
249.7,150,above_ground,polyurethane_foam,1988,no
90.0,100,underground,foam_glass,2023,no
443.5,200,above_ground,mineral_wool,2022,no
482.8,100,underground,foam_glass,1996,no
357.5,200,underground,mineral_wool,2020,no
114.8,300,above_ground,mineral_wool,2010,no
230.6,250,underground,polyurethane_foam,2000,yes
479.9,100,underground,polyurethane_foam,2015,no
330.9,300,above_ground,polyurethane_foam,2005,yes
256.1,200,in_channel,mineral_wool,2006,no
430.0,300,underground,polyurethane_foam,1991,yes
194.9,150,above_ground,mineral_wool,1990,yes
439.4,150,in_channel,foam_glass,1988,yes
390.2,150,above_ground,mineral_wool,2000,no
383.6,200,in_channel,polyurethane_foam,2015,no
426.6,250,above_ground,foam_glass,1998,yes
249.4,100,above_ground,foam_glass,2014,no
269.6,200,above_ground,mineral_wool,2018,no
